code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,sum_click,final_result
BBB,2013J,291544,F,South East Region,Lower Than A Level,80-90%,0-35,Y,0,60,628,Distinction
BBB,2013J,292537,F,South Region,Lower Than A Level,50-60%,0-35,N,0,60,339,Pass
BBB,2013J,293712,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,60,466,Distinction
BBB,2013J,293754,M,North Region,Lower Than A Level,,35-55,N,0,60,990,Distinction
BBB,2013J,293760,F,Ireland,Lower Than A Level,30-40%,0-35,N,1,120,157,Pass
BBB,2013J,301583,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,1,60,399,Fail
BBB,2013J,301987,F,South Region,A Level or Equivalent,20-30%,0-35,N,0,60,943,Pass
BBB,2013J,303331,F,East Anglian Region,Lower Than A Level,10-20,0-35,N,3,60,930,Withdrawn
BBB,2013J,303617,F,Wales,Lower Than A Level,0-10%,0-35,N,0,60,248,Fail
BBB,2013J,304069,F,South East Region,A Level or Equivalent,70-80%,35-55,N,0,90,91,Withdrawn
BBB,2013J,305173,M,Wales,Lower Than A Level,10-20,0-35,N,2,60,41,Fail
BBB,2013J,305812,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,1,60,97,Withdrawn
BBB,2013J,305935,F,South East Region,HE Qualification,80-90%,0-35,N,1,180,53,Fail
BBB,2013J,306964,F,Scotland,Lower Than A Level,20-30%,0-35,Y,0,60,536,Pass
BBB,2013J,307230,F,Wales,Lower Than A Level,60-70%,0-35,N,0,60,193,Withdrawn
BBB,2013J,308359,F,East Midlands Region,Lower Than A Level,80-90%,0-35,N,1,60,75,Withdrawn
BBB,2013J,308509,F,Yorkshire Region,Lower Than A Level,10-20,0-35,N,0,120,41,Fail
BBB,2013J,308703,F,Wales,HE Qualification,50-60%,0-35,N,0,60,319,Withdrawn
BBB,2013J,308852,F,South West Region,A Level or Equivalent,40-50%,0-35,N,0,60,56,Withdrawn
BBB,2013J,310125,F,East Anglian Region,Lower Than A Level,40-50%,35-55,N,0,60,188,Withdrawn
BBB,2013J,310933,F,Wales,Lower Than A Level,50-60%,0-35,N,1,60,417,Pass
BBB,2013J,314850,F,South East Region,A Level or Equivalent,70-80%,35-55,N,1,120,555,Withdrawn
BBB,2013J,315105,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,N,2,60,737,Distinction
BBB,2013J,316076,F,South West Region,A Level or Equivalent,70-80%,35-55,Y,0,60,3102,Pass
BBB,2013J,318848,F,South East Region,Lower Than A Level,70-80%,35-55,N,0,60,407,Pass
BBB,2013J,319618,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,1,60,441,Pass
BBB,2013J,320051,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N,0,120,118,Pass
BBB,2013J,320757,M,Scotland,Lower Than A Level,90-100%,0-35,N,1,60,866,Pass
BBB,2013J,322728,F,North Western Region,Lower Than A Level,30-40%,0-35,N,1,270,78,Withdrawn
BBB,2013J,323090,F,South Region,HE Qualification,60-70%,0-35,N,0,60,226,Pass
BBB,2013J,323606,F,South Region,A Level or Equivalent,10-20,35-55,N,0,120,691,Pass
BBB,2013J,324236,F,Wales,Lower Than A Level,60-70%,35-55,N,1,120,215,Withdrawn
BBB,2013J,324319,F,Scotland,Lower Than A Level,10-20,35-55,N,3,60,49,Withdrawn
BBB,2013J,324614,F,North Western Region,Lower Than A Level,10-20,0-35,N,2,120,161,Withdrawn
BBB,2013J,325887,M,South East Region,Lower Than A Level,70-80%,0-35,Y,0,60,1151,Pass
BBB,2013J,329030,M,East Anglian Region,HE Qualification,70-80%,0-35,N,1,60,381,Fail
BBB,2013J,329192,F,South West Region,HE Qualification,50-60%,35-55,N,0,90,669,Distinction
BBB,2013J,332257,F,East Midlands Region,Lower Than A Level,70-80%,0-35,N,1,60,54,Withdrawn
BBB,2013J,333117,F,Ireland,A Level or Equivalent,20-30%,0-35,N,0,90,321,Withdrawn
BBB,2013J,333651,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,N,0,60,582,Withdrawn
BBB,2013J,335136,F,Scotland,HE Qualification,20-30%,35-55,N,0,60,767,Fail
BBB,2013J,335481,F,South East Region,HE Qualification,90-100%,35-55,N,3,60,18,Fail
BBB,2013J,336478,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,0,60,740,Pass
BBB,2013J,336646,F,South West Region,Lower Than A Level,30-40%,0-35,N,0,120,75,Fail
BBB,2013J,337151,F,London Region,A Level or Equivalent,70-80%,0-35,N,0,60,718,Pass
BBB,2013J,338741,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,120,309,Pass
BBB,2013J,339494,M,South East Region,A Level or Equivalent,0-10%,0-35,N,0,60,439,Pass
BBB,2013J,339608,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,1,60,140,Pass
BBB,2013J,340911,F,Ireland,A Level or Equivalent,10-20,0-35,N,0,120,306,Pass
BBB,2013J,340965,F,South East Region,HE Qualification,30-40%,0-35,N,0,60,439,Pass
BBB,2013J,342685,F,Scotland,A Level or Equivalent,30-40%,0-35,Y,0,60,783,Pass
BBB,2013J,344568,F,West Midlands Region,Lower Than A Level,70-80%,0-35,N,0,60,673,Pass
BBB,2013J,345083,F,South Region,A Level or Equivalent,70-80%,35-55,Y,0,60,1975,Withdrawn
BBB,2013J,345128,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,2,90,1009,Fail
BBB,2013J,349554,F,Scotland,HE Qualification,80-90%,35-55,N,0,60,874,Pass
BBB,2013J,349675,F,Scotland,HE Qualification,30-40%,35-55,N,1,60,13,Fail
BBB,2013J,352112,F,South East Region,A Level or Equivalent,20-30%,0-35,N,0,60,212,Pass
BBB,2013J,352339,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,Y,0,90,165,Withdrawn
BBB,2013J,352688,F,South Region,A Level or Equivalent,70-80%,0-35,N,0,210,483,Pass
BBB,2013J,354779,F,South East Region,A Level or Equivalent,80-90%,0-35,N,1,60,119,Pass
BBB,2013J,360876,F,Wales,A Level or Equivalent,80-90%,35-55,N,1,60,31,Fail
BBB,2013J,364073,F,South West Region,HE Qualification,20-30%,0-35,N,1,120,423,Distinction
BBB,2013J,364666,F,Scotland,Lower Than A Level,50-60%,0-35,N,2,60,33,Fail
BBB,2013J,364871,F,South West Region,A Level or Equivalent,50-60%,0-35,N,0,60,698,Pass
BBB,2013J,365060,F,North Western Region,Lower Than A Level,10-20,0-35,N,2,120,178,Withdrawn
BBB,2013J,365169,F,South East Region,Lower Than A Level,80-90%,0-35,N,0,60,1096,Pass
BBB,2013J,365288,F,South Region,A Level or Equivalent,70-80%,0-35,N,0,60,9,Fail
BBB,2013J,365631,F,South East Region,A Level or Equivalent,90-100%,0-35,N,0,165,1266,Pass
BBB,2013J,366524,F,South Region,A Level or Equivalent,30-40%,0-35,N,0,60,475,Pass
BBB,2013J,367433,F,North Region,Lower Than A Level,40-50%,0-35,N,0,60,314,Pass
BBB,2013J,368077,F,Wales,Lower Than A Level,20-30%,0-35,N,1,60,1558,Pass
BBB,2013J,369507,F,East Midlands Region,Lower Than A Level,0-10%,0-35,N,0,60,43,Withdrawn
BBB,2013J,369986,F,Wales,HE Qualification,90-100%,35-55,N,2,120,185,Pass
BBB,2013J,370307,F,North Western Region,A Level or Equivalent,20-30%,0-35,Y,0,150,302,Withdrawn
BBB,2013J,370859,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,0,180,887,Pass
BBB,2013J,371530,F,South West Region,A Level or Equivalent,70-80%,0-35,N,1,120,156,Distinction
BBB,2013J,371888,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N,0,60,45,Withdrawn
BBB,2013J,372172,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N,0,60,37,Fail
BBB,2013J,372658,F,East Anglian Region,Lower Than A Level,90-100%,0-35,N,1,90,248,Pass
BBB,2013J,373174,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,1,60,376,Fail
BBB,2013J,373269,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,1,90,843,Fail
BBB,2013J,373807,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N,1,60,2171,Fail
BBB,2013J,373848,F,South West Region,Lower Than A Level,50-60%,35-55,N,0,60,562,Pass
BBB,2013J,374038,F,West Midlands Region,Lower Than A Level,10-20,35-55,N,0,60,267,Fail
BBB,2013J,375960,F,North Region,A Level or Equivalent,10-20,0-35,N,0,90,192,Pass
BBB,2013J,378721,F,Wales,Lower Than A Level,10-20,35-55,N,1,60,29,Withdrawn
BBB,2013J,379210,M,London Region,A Level or Equivalent,0-10%,0-35,N,0,60,230,Fail
BBB,2013J,379983,F,Wales,A Level or Equivalent,0-10%,0-35,N,1,60,50,Fail
BBB,2013J,380205,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,2,60,133,Fail
BBB,2013J,380240,F,Wales,A Level or Equivalent,0-10%,0-35,N,0,180,814,Fail
BBB,2013J,381541,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,0,120,1099,Pass
BBB,2013J,381669,F,Scotland,HE Qualification,60-70%,0-35,N,0,60,273,Pass
BBB,2013J,382575,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,0,60,744,Fail
BBB,2013J,382920,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,0,60,1267,Pass
BBB,2013J,382979,F,South Region,A Level or Equivalent,80-90%,35-55,N,0,90,2578,Distinction
BBB,2013J,383303,F,London Region,A Level or Equivalent,20-30%,35-55,N,1,60,337,Fail
BBB,2013J,383571,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,120,526,Distinction
BBB,2013J,385040,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,Y,0,120,69,Fail
BBB,2013J,385820,F,London Region,Lower Than A Level,10-20,35-55,Y,0,120,1769,Pass
BBB,2013J,386889,F,South Region,A Level or Equivalent,80-90%,0-35,Y,0,60,260,Pass
BBB,2013J,387700,F,Ireland,A Level or Equivalent,20-30%,35-55,N,0,60,264,Fail
BBB,2013J,388052,F,South East Region,Lower Than A Level,60-70%,0-35,Y,0,60,84,Pass
BBB,2013J,388432,F,Wales,Lower Than A Level,30-40%,0-35,N,1,70,307,Fail
BBB,2013J,388549,F,Wales,A Level or Equivalent,0-10%,0-35,N,2,60,172,Fail
BBB,2013J,388975,F,South East Region,A Level or Equivalent,80-90%,0-35,N,0,120,420,Fail
BBB,2013J,389101,F,South Region,A Level or Equivalent,80-90%,0-35,N,0,60,1188,Distinction
BBB,2013J,389471,F,East Midlands Region,Lower Than A Level,10-20,0-35,Y,2,60,425,Fail
BBB,2013J,390958,F,Wales,A Level or Equivalent,50-60%,0-35,N,0,60,350,Pass
BBB,2013J,392060,F,Scotland,A Level or Equivalent,20-30%,0-35,Y,0,60,911,Distinction
BBB,2013J,392281,F,North Region,A Level or Equivalent,10-20,0-35,N,1,60,311,Fail
BBB,2013J,393327,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,Y,3,60,776,Pass
BBB,2013J,395073,F,West Midlands Region,Lower Than A Level,0-10%,0-35,Y,1,60,120,Fail
BBB,2013J,395715,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,N,0,120,815,Withdrawn
BBB,2013J,396114,F,Wales,A Level or Equivalent,30-40%,0-35,N,0,120,1603,Distinction
BBB,2013J,398067,F,London Region,A Level or Equivalent,40-50%,0-35,N,0,60,580,Distinction
BBB,2013J,398525,F,London Region,A Level or Equivalent,0-10%,0-35,N,2,60,447,Distinction
BBB,2013J,398891,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,2,60,203,Pass
BBB,2013J,398956,F,Wales,Lower Than A Level,80-90%,0-35,N,0,120,88,Fail
BBB,2013J,402993,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,60,692,Pass
BBB,2013J,404269,F,South West Region,A Level or Equivalent,40-50%,0-35,N,1,60,755,Pass
BBB,2013J,404671,F,South West Region,A Level or Equivalent,0-10%,35-55,N,0,60,788,Distinction
BBB,2013J,404708,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,N,0,60,2103,Pass
BBB,2013J,405945,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,1,60,2010,Pass
BBB,2013J,408975,F,Ireland,A Level or Equivalent,60-70%,0-35,N,0,60,121,Pass
BBB,2013J,409160,F,East Anglian Region,Lower Than A Level,20-30%,0-35,Y,0,120,210,Fail
BBB,2013J,409698,F,Scotland,Lower Than A Level,0-10%,0-35,N,0,60,159,Withdrawn
BBB,2013J,409930,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,120,417,Pass
BBB,2013J,409945,F,Wales,A Level or Equivalent,80-90%,0-35,N,0,180,464,Pass
BBB,2013J,410052,F,London Region,A Level or Equivalent,10-20,35-55,N,3,60,449,Pass
BBB,2013J,410281,F,Ireland,A Level or Equivalent,60-70%,35-55,N,1,180,951,Fail
BBB,2013J,410357,F,South Region,Lower Than A Level,40-50%,0-35,N,0,60,1989,Distinction
BBB,2013J,410537,F,South West Region,A Level or Equivalent,40-50%,0-35,N,0,60,318,Pass
BBB,2013J,410842,F,Scotland,A Level or Equivalent,60-70%,0-35,N,0,60,485,Pass
BBB,2013J,411226,F,South West Region,HE Qualification,90-100%,0-35,N,0,120,118,Withdrawn
BBB,2013J,411642,F,West Midlands Region,HE Qualification,0-10%,0-35,N,1,60,298,Pass
BBB,2013J,413052,F,North Region,Lower Than A Level,0-10%,0-35,Y,3,60,265,Withdrawn
BBB,2013J,414028,F,Scotland,A Level or Equivalent,70-80%,35-55,N,0,60,1831,Distinction
BBB,2013J,414350,F,East Anglian Region,Lower Than A Level,50-60%,35-55,Y,1,330,5410,Distinction
BBB,2013J,414495,M,North Western Region,A Level or Equivalent,90-100%,0-35,N,0,90,1427,Distinction
BBB,2013J,415216,F,South West Region,A Level or Equivalent,90-100%,0-35,N,0,60,240,Pass
BBB,2013J,415546,F,Ireland,HE Qualification,90-100%,0-35,N,0,60,223,Fail
BBB,2013J,417657,F,Scotland,A Level or Equivalent,60-70%,0-35,N,0,60,233,Fail
BBB,2013J,417785,F,North Western Region,A Level or Equivalent,60-70%,35-55,N,1,120,2,Fail
BBB,2013J,419375,F,Wales,Lower Than A Level,40-50%,0-35,N,0,120,2611,Pass
BBB,2013J,420163,F,South West Region,HE Qualification,40-50%,35-55,N,0,120,747,Pass
BBB,2013J,420724,F,South West Region,Lower Than A Level,80-90%,35-55,N,1,60,225,Fail
BBB,2013J,421018,F,West Midlands Region,HE Qualification,0-10%,0-35,N,0,60,151,Pass
BBB,2013J,422223,F,South East Region,A Level or Equivalent,40-50%,0-35,N,3,60,28,Fail
BBB,2013J,422479,F,South East Region,Lower Than A Level,90-100%,0-35,N,1,120,401,Pass
BBB,2013J,423399,M,Wales,A Level or Equivalent,90-100%,0-35,N,0,210,349,Pass
BBB,2013J,424014,F,Scotland,Lower Than A Level,80-90%,35-55,N,1,120,7,Withdrawn
BBB,2013J,424539,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,2,120,230,Pass
BBB,2013J,424637,F,West Midlands Region,HE Qualification,0-10%,35-55,N,2,60,173,Fail
BBB,2013J,426458,F,Wales,Lower Than A Level,30-40%,0-35,N,0,180,450,Pass
BBB,2013J,427683,F,Scotland,Lower Than A Level,20-30%,0-35,N,0,120,127,Withdrawn
BBB,2013J,427921,F,West Midlands Region,Lower Than A Level,10-20,0-35,N,0,60,2720,Pass
BBB,2013J,428323,F,Wales,A Level or Equivalent,30-40%,35-55,N,0,120,809,Pass
BBB,2013J,428653,M,West Midlands Region,Lower Than A Level,20-30%,0-35,N,0,120,341,Pass
BBB,2013J,429610,F,East Anglian Region,Lower Than A Level,50-60%,35-55,N,0,60,2242,Distinction
BBB,2013J,430392,F,South East Region,Lower Than A Level,20-30%,35-55,N,1,60,391,Pass
BBB,2013J,430708,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,0,90,524,Pass
BBB,2013J,431071,F,Ireland,Lower Than A Level,10-20,0-35,N,2,120,1,Fail
BBB,2013J,432144,F,South East Region,A Level or Equivalent,60-70%,0-35,N,0,60,1091,Pass
BBB,2013J,432237,F,Wales,HE Qualification,30-40%,35-55,N,0,60,186,Pass
BBB,2013J,433280,F,Wales,A Level or Equivalent,80-90%,0-35,N,0,120,540,Pass
BBB,2013J,433864,M,Scotland,HE Qualification,60-70%,0-35,N,0,60,755,Pass
BBB,2013J,434397,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,120,557,Pass
BBB,2013J,434585,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,90,757,Pass
BBB,2013J,438068,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,N,0,60,619,Distinction
BBB,2013J,438551,M,Wales,Lower Than A Level,50-60%,0-35,N,0,60,660,Pass
BBB,2013J,439182,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,60,899,Pass
BBB,2013J,439294,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,3,60,5,Fail
BBB,2013J,440225,F,East Anglian Region,Lower Than A Level,50-60%,35-55,N,0,60,210,Pass
BBB,2013J,440563,F,North Western Region,Lower Than A Level,20-30%,35-55,N,0,60,14838,Pass
BBB,2013J,440593,M,West Midlands Region,Lower Than A Level,50-60%,0-35,N,1,60,51,Pass
BBB,2013J,440765,F,North Western Region,Lower Than A Level,20-30%,0-35,N,2,60,137,Fail
BBB,2013J,442910,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,2,60,674,Pass
BBB,2013J,443923,F,North Western Region,Lower Than A Level,20-30%,0-35,N,0,60,44,Withdrawn
BBB,2013J,444225,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,2,60,46,Fail
BBB,2013J,444821,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,0,60,354,Pass
BBB,2013J,444960,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,2,60,199,Withdrawn
BBB,2013J,445230,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,0,75,117,Withdrawn
BBB,2013J,445351,F,South West Region,Lower Than A Level,60-70%,0-35,N,0,120,102,Withdrawn
BBB,2013J,445760,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,60,542,Pass
BBB,2013J,446345,F,Ireland,A Level or Equivalent,20-30%,0-35,N,0,60,150,Fail
BBB,2013J,446873,F,North Western Region,Lower Than A Level,0-10%,0-35,N,0,90,66,Fail
BBB,2013J,447086,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,1,60,156,Pass
BBB,2013J,447516,F,London Region,Lower Than A Level,50-60%,0-35,N,0,120,491,Pass
BBB,2013J,464525,M,South Region,A Level or Equivalent,20-30%,35-55,N,0,120,955,Pass
BBB,2013J,465730,F,Wales,A Level or Equivalent,30-40%,0-35,N,2,60,24,Fail
BBB,2013J,466202,F,Wales,Lower Than A Level,40-50%,0-35,N,3,60,342,Pass
BBB,2013J,466477,F,South Region,Lower Than A Level,40-50%,0-35,N,1,60,503,Pass
BBB,2013J,466800,F,Scotland,Lower Than A Level,60-70%,0-35,N,2,60,154,Pass
BBB,2013J,466854,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,1,120,443,Fail
BBB,2013J,467179,F,East Midlands Region,Lower Than A Level,60-70%,35-55,Y,0,100,122,Withdrawn
BBB,2013J,467606,F,South West Region,Lower Than A Level,50-60%,0-35,Y,1,60,553,Withdrawn
BBB,2013J,468187,M,East Anglian Region,No Formal quals,20-30%,0-35,N,1,120,94,Fail
BBB,2013J,468482,F,South Region,A Level or Equivalent,40-50%,0-35,Y,0,60,7,Withdrawn
BBB,2013J,469878,F,South East Region,A Level or Equivalent,70-80%,0-35,N,0,60,1620,Pass
BBB,2013J,470869,F,South East Region,A Level or Equivalent,30-40%,35-55,N,1,60,635,Pass
BBB,2013J,471196,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,0,120,435,Pass
BBB,2013J,471434,F,London Region,A Level or Equivalent,10-20,35-55,N,0,60,564,Withdrawn
BBB,2013J,471711,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,N,1,60,452,Pass
BBB,2013J,472262,F,London Region,Lower Than A Level,60-70%,35-55,N,0,60,440,Fail
BBB,2013J,472327,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,0,120,334,Pass
BBB,2013J,474071,M,East Anglian Region,Lower Than A Level,90-100%,0-35,Y,1,60,373,Fail
BBB,2013J,475215,F,Scotland,A Level or Equivalent,40-50%,0-35,N,0,120,397,Withdrawn
BBB,2013J,475241,F,Scotland,Lower Than A Level,30-40%,0-35,Y,0,60,95,Fail
BBB,2013J,475594,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,Y,0,210,803,Fail
BBB,2013J,476278,F,Scotland,HE Qualification,70-80%,35-55,N,0,60,3113,Pass
BBB,2013J,476816,F,London Region,A Level or Equivalent,10-20,0-35,N,2,210,255,Fail
BBB,2013J,477319,F,South Region,HE Qualification,60-70%,35-55,N,0,60,684,Withdrawn
BBB,2013J,477825,F,South East Region,Lower Than A Level,40-50%,0-35,N,0,60,270,Pass
BBB,2013J,478069,F,Yorkshire Region,Lower Than A Level,10-20,35-55,N,0,60,194,Pass
BBB,2013J,478718,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,1,60,31,Fail
BBB,2013J,478967,F,Ireland,A Level or Equivalent,40-50%,35-55,N,1,60,327,Fail
BBB,2013J,479020,F,South Region,Lower Than A Level,20-30%,35-55,N,0,210,2310,Pass
BBB,2013J,479170,F,Yorkshire Region,HE Qualification,20-30%,0-35,N,0,60,1454,Pass
BBB,2013J,479305,F,London Region,Lower Than A Level,20-30%,0-35,N,0,60,915,Pass
BBB,2013J,479853,F,London Region,A Level or Equivalent,0-10%,35-55,N,0,60,2718,Distinction
BBB,2013J,480667,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,N,0,60,921,Withdrawn
BBB,2013J,480888,F,West Midlands Region,Lower Than A Level,70-80%,35-55,N,0,60,730,Distinction
BBB,2013J,482356,F,Wales,Lower Than A Level,10-20,0-35,N,0,90,502,Pass
BBB,2013J,482556,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,0,60,76,Withdrawn
BBB,2013J,482680,M,Scotland,A Level or Equivalent,60-70%,0-35,Y,0,75,322,Pass
BBB,2013J,482810,F,South East Region,A Level or Equivalent,30-40%,0-35,N,0,60,175,Pass
BBB,2013J,483339,M,London Region,Lower Than A Level,10-20,35-55,N,1,60,3,Withdrawn
BBB,2013J,483646,F,East Midlands Region,Lower Than A Level,60-70%,35-55,N,0,120,381,Pass
BBB,2013J,483703,F,North Western Region,A Level or Equivalent,40-50%,0-35,N,0,60,350,Withdrawn
BBB,2013J,483744,F,West Midlands Region,Lower Than A Level,80-90%,0-35,Y,0,180,534,Withdrawn
BBB,2013J,483876,F,London Region,No Formal quals,50-60%,0-35,N,0,120,417,Pass
BBB,2013J,484135,F,London Region,HE Qualification,70-80%,0-35,N,1,60,209,Pass
BBB,2013J,484301,F,East Midlands Region,A Level or Equivalent,10-20,0-35,Y,0,60,768,Pass
BBB,2013J,484412,F,South West Region,A Level or Equivalent,0-10%,35-55,N,0,120,2080,Pass
BBB,2013J,485006,F,Wales,Lower Than A Level,10-20,35-55,Y,0,60,1682,Pass
BBB,2013J,485439,F,Wales,Lower Than A Level,0-10%,35-55,Y,1,60,148,Withdrawn
BBB,2013J,485534,F,Wales,A Level or Equivalent,0-10%,35-55,N,0,60,1002,Distinction
BBB,2013J,485762,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,0,60,431,Pass
BBB,2013J,485772,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,N,0,60,686,Fail
BBB,2013J,486004,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,0,60,320,Pass
BBB,2013J,486457,F,London Region,A Level or Equivalent,10-20,0-35,N,0,60,266,Distinction
BBB,2013J,487214,F,Ireland,Lower Than A Level,40-50%,0-35,N,0,60,381,Fail
BBB,2013J,487371,F,Scotland,HE Qualification,10-20,35-55,N,0,60,433,Pass
BBB,2013J,487681,F,Wales,Lower Than A Level,0-10%,0-35,N,0,60,970,Pass
BBB,2013J,488176,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,N,0,60,16,Withdrawn
BBB,2013J,488195,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,0,60,571,Pass
BBB,2013J,488427,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,0,60,1381,Pass
BBB,2013J,489320,F,South Region,Lower Than A Level,70-80%,0-35,Y,1,60,166,Pass
BBB,2013J,489889,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,120,229,Pass
BBB,2013J,490500,F,South West Region,Lower Than A Level,0-10%,0-35,N,0,120,69,Fail
BBB,2013J,490677,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,N,0,60,795,Pass
BBB,2013J,490894,F,London Region,A Level or Equivalent,10-20,35-55,N,1,70,743,Fail
BBB,2013J,491097,F,North Region,Lower Than A Level,0-10%,0-35,Y,1,120,58,Fail
BBB,2013J,491279,F,Scotland,Lower Than A Level,30-40%,35-55,Y,1,60,2861,Pass
BBB,2013J,491907,F,South East Region,Lower Than A Level,50-60%,0-35,N,1,60,68,Fail
